CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09
  614,96,96,96,96,96,96,96,96
  615,10, 5,10,10,10, 8,10,10
  616,10, 2, 8,10, 3, 3, 5,10
  617, 6, 5, 8, 8, 2, 5, 6, 8
  618, 8,10, 0, 4,10, 8,10,10
  619,10, 1,10,10, 1, 4,10,10
  620, 9, 8, 9, 9, 7, 2, 9, 9
  621, 6,10,10,10,10,10,10,10
  622,10, 7, 9,10, 0, 0,10,10
  623, 7,97, 9,10, 7, 7, 9,10
  624,10, 7,10,10, 6, 6, 9, 9
  625, 8,96, 8,10, 5, 3, 6, 7
  626,96,96,96,96,96,96,96,96
  627,96,96,96,96,96,96,96,96
  628, 7, 6,10, 7, 7, 2, 6, 8
  629,96,96,96,96,96,96,96,96
  630,96,96,96,96,96,96,96,96
  631, 5, 3, 7, 8, 5, 7, 7, 7
  632,96,96,96,96,96,96,96,96
  633,96,96,96,96,96,96,96,96
  634,96,96,96,96,96,96,96,96
  635,10, 2,10,10, 8, 0,10,10
  636,96,96,96,96,96,96,96,96
  637,96,96,96,96,96,96,96,96
  638,96,96,96,96,96,96,96,96
  639,96,96,96,96,96,96,96,96
  640,96,96,96,96,96,96,96,96
  641,96,96,96,96,96,96,96,96
  642, 9, 2, 7,10, 0, 6, 7,10
  643,10,10, 7,10, 5, 7, 8,10
  644,96,96,96,96,96,96,96,96
  645, 9, 5, 8, 7, 6, 2, 9,10
  646, 7, 6, 7, 8, 7, 7, 6, 7
  647, 9, 7, 6, 9, 1, 4, 6,10
  648, 8, 7, 7, 8, 7, 5, 7,10
  649,96,96,96,96,96,96,96,96
  650,10, 6, 8,10, 3, 2,10, 9
  651, 9, 6, 8, 9, 6, 5, 7, 8
  652,10,10, 9,10, 0,10, 9, 9
  653, 4, 5, 8, 8, 5, 5,10, 9
  654,10, 5,10,10, 0, 5,10,10
  655, 8, 9, 8, 9, 5,10, 7, 8
  656, 8, 5,10,10, 7, 6, 7, 8
  657,96,96,96,96,96,96,96,96
  658,96,96,96,96,96,96,96,96
  659,96,96,96,96,96,96,96,96
  660,10, 0,10,10, 0, 0,10,10
  661,10,96, 7,10, 5, 7,10,10
  662, 8, 5, 9,10, 5, 5, 5, 8
  663, 5, 7, 7,10, 2, 5, 5,10
  664,10,96,10,10,10,97,10,10
  665, 8, 4, 8, 9, 3, 3, 9, 9
  666,10, 2,10,10, 4, 8,10,10
  667,96,96,96,96,96,96,96,96
  668,96,96,96,96,96,96,96,96
  669, 5, 7,10, 9, 5, 7,10, 9
  670,96,96,96,96,96,96,96,96
  671,96,96,96,96,96,96,96,96
  672,96,96,96,96,96,96,96,96
  673,96,96,96,96,96,96,96,96
  674, 7, 3, 8, 9, 2, 5, 9, 9
  675, 8, 2, 8,10, 4, 4, 8,10
  676, 8, 6, 7, 8,10, 3, 7, 9
  677, 7, 9, 5, 5, 7, 7, 7, 5
  678,96,96,96,96,96,96,96,96
  679,10, 5,10,10,10, 3, 5,10
  680,96,96,96,96,96,96,96,96
  681,10, 5, 9,10, 8, 8, 8, 8
  682,96,96,96,96,96,96,96,96
  683,10, 7,10,10, 7, 0,10,10
  684,10,10,10,10, 0, 4,10,10
  685, 9,96, 7, 8, 0, 2, 6,10
  686,96,96,96,96,96,96,96,96
  687,96,96,96,96,96,96,96,96
  688, 7, 6, 7, 6, 4, 6, 8, 8
  689,10, 6, 7, 9, 4, 3, 7, 9
  690,10, 8, 9,10, 3, 0,10,10
  691,96,96,96,96,96,96,96,96
  692,10, 8,10,10, 5, 5,10,10
  693, 3, 5, 7, 8, 5, 3, 5, 5
  694,96,96,96,96,96,96,96,96
  695, 5, 5, 5, 8, 9, 7, 7, 9
  696, 8, 5, 9, 9, 4, 2, 7, 9
  697, 6, 4, 7, 9, 2, 2, 8,10
  698,96,96,96,96,96,96,96,96
  699,10, 4,10,10, 8, 4,10,10
  700, 7, 4, 5, 7, 5, 2, 9, 9
  701,96,96,96,96,96,96,96,96
  702,96,96,96,96,96,96,96,96
  703,96,96,96,96,96,96,96,96
  704,10, 3,10,10,10, 3,10, 7
  705,10,10,10,10, 0, 7,10,10
  706,96,96,96,96,96,96,96,96
  707, 9, 2,10,10, 6, 7, 9,10
  708,96,96,96,96,96,96,96,96
  709, 8, 8,10, 9, 1, 1, 8,97
  710,10, 4,10,10, 1, 3,10,10
  711, 8, 5, 8, 9, 8, 6, 7, 8
  712, 5, 6,10,10, 5, 9, 6, 9
  713,96,96,96,96,96,96,96,96
  714,10,96,10,10, 0, 0,10,10
  715, 8, 8,10, 9, 3, 4, 8,10
  716,96,96,96,96,96,96,96,96
  717, 0,10, 9, 9,10, 8, 1, 1
  718, 7, 9, 6, 8,10, 7, 6, 6
  719, 8, 3,10, 9, 1, 1, 7, 7
  720,10, 5,10,10, 5, 7, 9,10
  721, 8, 2,10, 8, 0, 1, 7,10
  722, 8, 6, 8, 9, 7, 5, 8, 9
  723,96,96,96,96,96,96,96,96
  724, 5, 2,10,10, 5, 8, 8, 5
  725,96,96,96,96,96,96,96,96
  726, 6, 1, 0,10, 4, 2,10,10
  727, 9,96,10,10, 0, 0,10,10
  728, 6, 3, 8, 7, 5, 7, 6, 7
  729,10, 1,10,10, 2, 2, 6,10
  730,10, 8,10,10, 1, 2,10,10
  731, 9,10, 9,10,10, 7, 8,10
  732, 9,99,10,10, 3,10, 7, 8
  733, 7, 0, 9,10, 5, 1, 9, 9
  734, 8, 8, 6, 8,10, 9, 8, 8
  735,10,96,10,10, 0, 0,10,10
  736,96,96,96,96,96,96,96,96
  737,96,96,96,96,96,96,96,96
  738, 7,10,10,10,10, 6, 8, 8
  739, 8,10, 8,10, 3, 4, 8, 8
  740,96,96,96,96,96,96,96,96
  741,96,96,96,96,96,96,96,96
  742,96,96,96,96,96,96,96,96
  743,96,96,96,96,96,96,96,96
  744,96,96,96,96,96,96,96,96
  745,96,96,96,96,96,96,96,96
  746,96,96,96,96,96,96,96,96
  747,96,96,96,96,96,96,96,96
  748,10, 0,10,10, 0, 0,10,10
  749, 8,96, 5, 9, 9, 7, 8, 8
  750, 5,96, 5,10,10, 7, 2, 2
  751, 6,10, 4, 8,10, 0,10,10
  752,10,10,10,10,10, 0, 7,10
  753, 6, 9, 1, 8, 7, 6, 3, 7
  754, 8,96, 6, 4, 0, 7, 6,10
  755, 7,96,10,10, 6, 7,10,10
  756, 9, 9, 9, 9, 8, 4, 8,10
  757,10, 9,10,10, 4, 6,10,10
  758,10, 0,10,10, 0, 2,10,10
  759,10, 2,10,10, 0, 2, 8,10
  760, 8,10,10,10, 3, 7, 8,10
  761,10,10,10,10,10, 5,10,10
  762, 6,96, 7,10, 3, 4, 9, 9
  763,10,10, 3,10,10, 5, 5,10
  764,10,96, 7, 9,10, 6, 8,10
  765,96,96,96,96,96,96,96,96
  766,96,96,96,96,96,96,96,96
  767,96,96,96,96,96,96,96,96
  768, 9, 9, 8,10, 4, 2,10,10
  769, 8, 5,10, 9, 0, 0, 8, 9
  770, 9, 0, 8,10, 6, 7, 8, 7
  771, 9,10,10,10, 0, 6,10,10
  772, 8, 9, 9, 8, 6, 8, 5, 7
  773, 9, 9, 8, 9, 4, 4, 4, 9
  774, 6, 7, 6, 7, 8, 7, 7, 5
  775, 9, 7, 8, 9, 0, 8, 9,10
  776, 7, 9, 6,10,10,10, 0, 6
  777,96,96,96,96,96,96,96,96
  778,96,96,96,96,96,96,96,96
  779,96,96,96,96,96,96,96,96
  780,96,96,96,96,96,96,96,96
  781, 9, 9,10,10, 9, 9, 8,10
  782,10, 8, 8,10, 2, 6,10,10
  783,96,96,96,96,96,96,96,96
  784,10, 0,10,10,10, 7, 2, 2
  785,96,96,96,96,96,96,96,96
  786,96,96,96,96,96,96,96,96
  787, 5,96, 6, 8, 3,10, 5, 7
  788, 8,96, 7, 9, 3, 2, 7, 9
  789,96,96,96,96,96,96,96,96
  790, 8, 5, 8,10, 5, 6, 9,10
  791, 5, 5, 7, 8,10, 5, 5, 5
  792,96,96,96,96,96,96,96,96
  793,96,96,96,96,96,96,96,96
  794,10,10, 8,10, 3, 7,10,10
  795,10,96, 8,10, 0, 4, 8, 8
  796,96,96,96,96,96,96,96,96
  797, 8, 8, 7, 7,10, 2, 4, 7
  798,96,96,96,96,96,96,96,96
  799,10,96, 8,10, 2, 2,10, 8
  800,96,96,96,96,96,96,96,96
  801, 7,96,10,10,10, 0, 9,10
  802,96,96,96,96,96,96,96,96
  803,96,96,96,96,96,96,96,96
  804, 7, 7,10,10, 0, 7,10,10
  805,96,96,96,96,96,96,96,96
  806, 9, 9, 9, 9, 5, 7, 9, 9
  807, 2, 6, 5, 4, 0, 1, 5, 9
  808,10, 4,10,10, 2, 2,10,10
  809, 9, 2, 8, 9, 6, 3,10,10
  810,10, 8, 9,10, 6,10,10,10
  811, 9, 5,10,10,10,10,10,10
  812,96,96,96,96,96,96,96,96
  813, 1, 0,10,10, 2, 0,10, 0
  814,10, 2,10,10, 2, 2,10,10
  815,10,10, 8,10,10, 8, 8,10
  816, 7, 4, 7, 8, 4, 4, 9, 9
  817,96,96,96,96,96,96,96,96
  818,96,96,96,96,96,96,96,96
  819,96,96,96,96,96,96,96,96
  820,96,96,96,96,96,96,96,96
  821,10, 7, 9,10, 0, 6,10,10
  822, 8, 0, 9, 9, 3, 2, 9, 9
  823,96,96,96,96,96,96,96,96
  824, 6,10, 7, 8,10,10, 7,10
  825, 5,10,10, 5,10, 5, 5, 5
  826,96,96,96,96,96,96,96,96
  827,96,96,96,96,96,96,96,96
  828,96,96,96,96,96,96,96,96
  829,96,96,96,96,96,96,96,96
  830, 7, 0, 8,10, 0, 0, 8, 7
  831, 7, 0,10,10, 0, 4, 9,10
  832,10,10,10,10,10, 5, 3,10
  833, 7, 4, 9,10, 5, 8,10,10
  834,96,96,96,96,96,96,96,96
  835,96,96,96,96,96,96,96,96
  836, 8, 7, 7, 9, 2, 3, 8,10
  837, 8, 0, 9,10,10, 7,10,10
  838, 1,10, 8, 5, 5, 7, 3, 3
  839,96,96,96,96,96,96,96,96
  840,96,96,96,96,96,96,96,96
  841,96,96,96,96,96,96,96,96
  842,96,96,96,96,96,96,96,96
  843, 8, 7, 0, 5, 5, 1, 5, 9
  844,96,96,96,96,96,96,96,96
  845,10,96,10,10, 0, 5, 8,10
  846,10, 4, 7, 8, 5, 7, 5, 6
  847, 9, 9, 9, 9, 8, 7, 9,10
  848, 9, 9, 9, 9,10, 5, 9, 9
  849, 5, 6, 5,10, 7, 7, 3, 8
  850,96,96,96,96,96,96,96,96
  851,96,96,96,96,96,96,96,96
  852, 9, 4, 9, 9, 8, 4, 8, 9
  853, 7,10, 5, 5,10,10, 2, 6
  854,96,96,96,96,96,96,96,96
  855,10, 1,10,10,10, 5,10,10
  856, 7, 5, 6, 8, 1, 0, 6,10
  857, 0, 0, 0,10, 0, 0, 8, 4
  858,96,96,96,96,96,96,96,96
  859,96,96,96,96,96,96,96,96
  860, 9, 7, 7,10, 1, 6,10,10
  861, 8, 8, 8,10, 4, 3, 6, 8
  862, 5,96,10,10, 0, 0,10,10
  863,96,96,96,96,96,96,96,96
  864, 8, 5, 8, 9,10, 5, 8, 8
  865, 8,10, 5, 7,10, 8, 8,10
  866,96,96,96,96,96,96,96,96
  867, 9, 5,10,10, 7, 5, 9,10
  868,96,96,96,96,96,96,96,96
  869,10, 9,10,10, 8, 8,10,10
  870, 9, 1, 5,10, 1, 1, 6, 9
  871,96,96,96,96,96,96,96,96
  872, 9, 5,10,10, 2, 1, 6,10
  873,96,96,96,96,96,96,96,96
  874,96,96,96,96,96,96,96,96
  875, 8,10,10,10, 4, 6, 8,10
  876, 8,10, 7, 9,10, 8,10,10
  877, 6,96, 8,10, 7, 4, 8, 7
  878,96,96,96,96,96,96,96,96
  879, 8, 2,10,10, 0, 8, 8, 6
  880, 8, 8, 8, 8, 5, 5, 5, 8
  881,96,96,96,96,96,96,96,96
  882,96,96,96,96,96,96,96,96
  883,10,96, 8, 9, 2, 2, 8,10
  884, 8, 6,10,10, 3, 3, 7,10
  885,96,96,96,96,96,96,96,96
  886,96,96,96,96,96,96,96,96
  887, 8, 6, 9,10,10, 7, 9,10
  888, 7, 4, 9, 9, 5, 2, 8, 9
  889,10,96,10,10, 5, 2,10,10
  890, 8, 2, 8, 9, 1, 2, 7, 7
  891, 8, 7, 9,10,10, 5, 9, 9
  892,10, 0,10,10, 1, 3,10, 8
  893, 8, 5, 9,10, 6, 7, 7, 8
  894, 9, 6,10,10, 5, 5,10,10
  895,10, 5,10,10, 8, 7,10,10
  896, 9, 6, 9,10, 0, 2, 9,10
  897,96,96,96,96,96,96,96,96
  898, 8, 5,10,10,97, 4, 9,10
  899,10, 3,10,10,10, 9, 7,10
  900, 8,96, 9,10, 8, 3, 7, 8
  901,10,10,10,10,10,10,10,10
  902, 7,10, 7, 7,10,10, 7, 7
  903,10, 5,10,10, 0, 5,10,10
  904, 8, 3, 8, 9, 2, 3, 9, 9
  905,10, 8, 7,10, 4, 4, 7,10
  906, 9, 6,10,10, 3, 1,10,10
  907, 8, 5, 9,10, 2, 7,10,10
  908,10, 2, 8,10, 0, 0,10,10
  909,96,96,96,96,96,96,96,96
  910,96,96,96,96,96,96,96,96
  911,96,96,96,96,96,96,96,96
  912,96,96,96,96,96,96,96,96
  913,96,96,96,96,96,96,96,96
  914,96,96,96,96,96,96,96,96
  915,96,96,96,96,96,96,96,96
  916, 9, 8,10,10, 6, 8, 5,10
  917,10, 0,10,10, 7, 0,10, 7
  918, 8,96, 9, 9, 9, 7, 8, 9
  919,96,96,96,96,96,96,96,96
  920,96,96,96,96,96,96,96,96
  921,96,96,96,96,96,96,96,96
  922,96,96,96,96,96,96,96,96
  923, 9, 3, 8, 9, 4, 5, 6, 5
  924,96,96,96,96,96,96,96,96
  925, 7, 5, 8,10, 3, 3, 6, 6
  926, 8, 0, 8,10, 0, 2, 8,10
  927,10, 4, 7,10, 5, 5, 8,10
  928, 7, 3,10, 8, 5, 0, 7,10
  929,96,96,96,96,96,96,96,96
  930,96,96,96,96,96,96,96,96
  931,96,96,96,96,96,96,96,96
  932,10,96,10,10, 5, 3,10,10
  933,96,96,96,96,96,96,96,96
  934, 5, 8, 8, 8, 4, 7, 5, 9
  935, 9, 0,10,10, 3, 0,10,10
  936, 9, 5, 9,10, 5, 5, 7, 8
  937,10, 4,10,10, 1, 0, 9,10
  938,10, 7,10,10, 1, 2,10,10
  939, 6, 5, 5,10, 5, 5, 5, 7
  940,10, 1,10,10, 1, 0,10,10
  941,96,96,96,96,96,96,96,96
  942,10, 2, 8, 8, 4, 0, 8,10
  943,96,96,96,96,96,96,96,96
  944,10,10,10,10,10,10,10,10
  945,96,96,96,96,96,96,96,96
  946, 8, 5, 0,10,10, 0,10,10
  947, 8, 8, 8,10, 3, 5, 7, 8
  948,96,96,96,96,96,96,96,96
  949, 7,10,10, 7,10, 4, 5, 8
  950, 8, 2, 6, 9,10, 3, 8, 8
  951,10, 5,10,10, 5, 7, 5,10
  952, 9, 4, 8, 8, 2, 0, 8, 8
  953, 8, 5, 7, 9, 7, 7, 7, 9
  954, 8, 7, 7, 7, 7, 7, 6, 8
  955,96,96,96,96,96,96,96,96
  956, 8,96, 7, 8, 4, 3, 8, 8
  957, 8, 7,10,10, 8, 7,10, 9
  958, 9, 4, 8,10, 0, 7,10,10
  959,96,96,96,96,96,96,96,96
  960,96,96,96,96,96,96,96,96
  961, 7, 3, 8, 9, 0, 2, 8, 8
  962,96,96,96,96,96,96,96,96
  963,96,96,96,96,96,96,96,96
  964,96,96,96,96,96,96,96,96
  965,96,96,96,96,96,96,96,96
  966, 7, 7, 8, 8, 9,10, 8, 9
  967,96,96,96,96,96,96,96,96
  968, 8, 5,10,10,10, 7,10, 9
  969,10,96, 8,10, 4, 5, 8,10
  970,10, 1,10,10, 1, 1,10,10
  971, 8,10, 3,10,10, 7, 8,10
  972, 6, 9, 8, 8,10, 5, 5, 8
  973, 8, 7, 9, 8, 5, 6, 7, 9
  974,10, 2, 8,10, 8, 3,10,10
  975,96,96,96,96,96,96,96,96
  976, 8, 7, 1, 5, 8, 7, 5, 9
  977,96,96,96,96,96,96,96,96
  978,10, 3, 8,10, 3, 4, 7, 8
  979,96,96,96,96,96,96,96,96
  980,10, 0,10,10, 0, 0,10,10
  981, 9, 2,10,10, 1, 7, 7,10
  982,10,10, 5,10, 6, 7,10,10
  983, 8, 3,10,10, 7, 3, 7,10
  984, 8, 9, 5, 4, 2, 2,10,10
  985,96,96,96,96,96,96,96,96
  986, 8, 8,10,10, 8, 5, 9,10
  987, 7, 5, 7, 8, 0, 3, 6, 8
  988, 6, 3,10,10, 7, 8, 8, 8
  989, 8,96, 8, 9, 6, 2, 9,10
  990,96,96,96,96,96,96,96,96
  991,10, 2,10,10, 3, 3, 3,10
  992,96,96,96,96,96,96,96,96
  993,96,96,96,96,96,96,96,96
  994,96,96,96,96,96,96,96,96
  995,96,96,96,96,96,96,96,96
  996,96,96,96,96,96,96,96,96
  997, 8, 2, 8,10, 0, 3, 9, 9
  998,96,96,96,96,96,96,96,96
  999,96,96,96,96,96,96,96,96
 1000,96,96,96,96,96,96,96,96
 1001,10, 5, 8,10, 3, 3, 8, 8
 1002, 9,96,10,10, 1, 2,10,10
 1003,96,96,96,96,96,96,96,96
 1004,10,10,10,10, 1, 1,10,10
 1005, 5, 8, 7, 9,10, 3, 5, 7
 1006,10,10,10,10, 0, 5,10,10
 1007, 9, 7,10, 9, 3, 1,10,10
 1008, 7,96, 7, 6, 9, 7, 6, 8
 1009, 8, 3, 8,10, 5,10, 9,10
 1010, 0,96,10,10, 0, 0,10,10
 1011, 7, 7, 8, 9, 3, 5, 8, 8
 1012,10, 0,10,10,10, 0,10,10
 1013, 8, 7,10,10, 3, 6, 5, 8
 1014, 8, 1,10,10, 7, 8,10,10
 1015,96,96,96,96,96,96,96,96
 1016, 8, 7, 8, 8, 3, 5, 7, 7
 1017,10, 2, 9,10, 5, 3, 8,10
 1018,96,96,96,96,96,96,96,96
 1019, 9, 0, 9, 6, 0, 0,10,10
 1020, 9,96, 9, 9, 0, 5, 8, 9
 1021, 9, 3, 8, 9, 0, 8, 8,10
 1022,96,96,96,96,96,96,96,96
 1023, 7, 3,10,10, 8, 2, 6, 7
 1024, 9, 9, 8, 9, 8, 4,10, 9
 1025,10, 5,10,10, 5, 5,10,10
 1026,96,96,96,96,96,96,96,96
 1027,10, 0,10,10, 1, 1,10,10
 1028, 9,96,10,10,10,10,10,10
 1029,96,96,96,96,96,96,96,96
 1030, 5,10,10,10,10, 4, 5,10
 1031, 8,96, 8, 9, 3, 2, 5, 8
 1032, 8,99, 8, 9, 0, 2, 9, 8
 1033,10,96, 8,10, 5, 5, 5, 8
 1034, 8, 5, 8, 9, 5, 5, 5, 8
 1035, 5, 5, 8,10, 1, 1, 8,10
 1036, 8, 8,10,10, 5, 5,10,10
 1037, 8, 8, 8, 8, 4, 1, 8,10
 1038, 8, 0, 0,10, 0, 0,10, 8
 1039, 9, 7, 8,10, 0, 4, 7,10
 1040,96,96,96,96,96,96,96,96
 1041,10, 4,10,10,10, 3, 8,10
 1042, 8, 4, 7, 9,10, 4, 3, 7
 1043,96,96,96,96,96,96,96,96
 1044,96,96,96,96,96,96,96,96
 1045, 7,10, 9, 7, 7, 5, 5, 9
 1046, 9,96, 5, 8, 4, 5, 8,10
 1047, 9, 7, 5, 8, 5, 5, 8, 8
 1048,96,96,96,96,96,96,96,96
 1049,10,10,10,10,97, 6,10,10
 1050,96,96,96,96,96,96,96,96
 1051, 5, 6,10, 9, 5, 8,10,10
 1052,10,10, 8,10,10, 8, 8,10
 1053,96,96,96,96,96,96,96,96
 1054, 9,10, 7,10, 0, 0,10,10
 1055, 8, 3, 8, 9, 3, 5, 9, 9
 1056, 8, 2,10,10, 0, 0,10,10
 1057, 5, 5, 5, 8,10,10, 9, 5
 1058, 6,96,10,10, 2, 2,10, 2
 1059, 9, 2,10,10, 1, 3, 9, 9
 1060, 5, 5, 5,10,10,10, 5,10
 1061,10, 3,10,10, 1, 1,10,10
 1062, 8, 8, 9,10, 6, 5, 8,10
 1063,10,96,10,10,10,10,10,10
 1064,96,96,96,96,96,96,96,96
 1065,96,96,96,96,96,96,96,96
 1066, 8, 3,10,10, 5, 4, 8, 8
 1067,96,96,96,96,96,96,96,96
 1068,96,96,96,96,96,96,96,96
 1069,96,96,96,96,96,96,96,96
 1070,10, 1,10,10,10,10, 8,10
 1071,96,96,96,96,96,96,96,96
 1072,96,96,96,96,96,96,96,96
 1073, 8, 6, 9,10,10,10,10,10
 1074,10,96,10,10, 0, 5,10,10
 1075,10,10,10,10, 1, 0, 7,10
 1076, 8, 8, 7, 8,10, 7, 8, 8
 1077,96,96,96,96,96,96,96,96
 1078, 8, 0,10,10, 5, 3, 9,10
 1079,96,96,96,96,96,96,96,96
 1080, 8, 4, 7, 8, 4, 5, 8, 8
 1081,96,96,96,96,96,96,96,96
 1082, 9, 5, 8,10, 3, 8, 9,10
 1083, 8, 8,10,10, 0, 0,10,10
 1084,10,96,10,10, 0, 9,10,10
 1085,96,96,96,96,96,96,96,96
 1086,10, 7,10,10, 5, 3,10, 9
 1087,10,10,10,10,10, 8, 8,10
 1088, 7,96, 7, 7, 3, 0,10,10
 1089, 8, 5, 5,10, 5, 5,10,10
 1090,96,96,96,96,96,96,96,96
 1091,10,96,10,10,10,10,10,10
 1092, 7, 5, 7,10, 5, 1, 5, 7
 1093,96,96,96,96,96,96,96,96
 1094,96,96,96,96,96,96,96,96
 1095,96,96,96,96,96,96,96,96
 1096, 9, 7,10,10, 0, 2,10,10
 1097,10, 1,10,10,10, 5,10,10
 1098,96,96,96,96,96,96,96,96
 1099, 9, 1,10,10, 1, 1, 9,10
 1100,96,96,96,96,96,96,96,96
 1101,96,96,96,96,96,96,96,96
 1102, 7, 5,10,10, 0, 7,10,10
 1103, 5, 0,10,10, 0, 5,10, 5
 1104, 5, 5, 5, 5, 0, 0,10,10
 1105,10, 1,10,10, 0, 2,10,10
 1106, 8, 8,10,10,10,10,10,10
 1107, 9, 5, 8,10, 4, 5,10,10
 1108,96,96,96,96,96,96,96,96
 1109, 5,99, 5, 8,97,97, 5, 5
 1110,96,96,96,96,96,96,96,96
 1111, 8, 2, 8,10, 6, 6, 3,10
 1112, 8, 2, 9, 8, 0, 0, 9, 9
 1113,96,96,96,96,96,96,96,96
 1114,96,96,96,96,96,96,96,96
 1115, 7,96, 4, 3, 4, 6, 2, 5
 1116,96,96,96,96,96,96,96,96
 1117, 7, 5, 8, 8,10, 6, 7,10
 1118, 8, 8, 8, 9, 4, 6, 8, 9
 1119,96,96,96,96,96,96,96,96
 1120, 7, 2,10,10,10, 3, 9,10
 1121, 8, 8, 8, 8, 8, 4, 8, 9
 1122,96,96,96,96,96,96,96,96
 1123,96,96,96,96,96,96,96,96
 1124,96,96,96,96,96,96,96,96
 1125, 7, 3, 7, 6, 8, 3, 7, 9
 1126,96,96,96,96,96,96,96,96
 1127,96,96,96,96,96,96,96,96
 1128,96,96,96,96,96,96,96,96
 1129,96,96,96,96,96,96,96,96
 1130,10, 5,10,10, 5, 5, 8,10
 1131,10,10,10,10, 2, 2,10,10
 1132,10, 0,10,10, 5, 5,10,10
 1133,10,10, 9,10, 2, 5, 8,10
 1134,10,96,10,10,10, 7,10,10
 1135,10,10,10, 5,10,10, 4,10
 1136, 7, 3, 8, 9, 0, 5, 6, 8
 1137, 7, 8, 8, 9, 2, 6, 8, 9
 1138,10, 4,10,10, 0, 0,10,10
 1139, 7,10,10,10, 0, 2, 2,10
 1140,96,96,96,96,96,96,96,96
 1141, 4,99, 7, 9,10, 6, 7, 8
 1142, 8, 0,10,10, 5, 5, 0,10
 1143,10,96,10,10, 9, 0,10,10
 1144,96,96,96,96,96,96,96,96
 1145,96,96,96,96,96,96,96,96
 1146,96,96,96,96,96,96,96,96
 1147, 8,96,10,10, 7, 8,10,10
 1148, 5, 8,10, 9, 0, 3, 8, 7
 1149,96,96,96,96,96,96,96,96
 1150,96,96,96,96,96,96,96,96
 1151, 7, 7, 8,10,10, 5,10, 8
 1152,96,96,96,96,96,96,96,96
 1153,10, 4, 9,10, 0, 0,10,10
 1154,10, 7,10,10, 6, 6, 9,10
 1155,96,96,96,96,96,96,96,96
 1156, 7, 3, 9, 9, 1, 4, 5, 9
 1157,10, 0,10,10, 0, 0,10,10
 1158,96,96,96,96,96,96,96,96
 1159, 7,96, 6,10, 1, 3, 8, 8
 1160,10,96,10,10, 5, 3,10,10
 1161, 5, 8, 7, 9,10, 3, 3, 8
 1162,10, 0,10,10,10, 3,10,10
 1163,10, 3,10,10, 3, 2, 6,10
 1164,96,96,96,96,96,96,96,96
 1165,10, 1,10,10, 3, 3,10,10
 1166,96,96,96,96,96,96,96,96
 1167, 9,10, 6,10,10, 8, 7,10
 1168,96,96,96,96,96,96,96,96
 1169,10,96, 8,10, 6,10, 4, 8
 1170,96,96,96,96,96,96,96,96
 1171, 9, 7, 9,10,10, 6, 7, 6
 1172, 8, 6, 6, 8, 9, 4, 6, 7
 1173,96,96,96,96,96,96,96,96
 1174, 8, 8, 8,10, 2, 3, 7, 4
 1175, 8, 6, 8, 8,10, 5, 8,10
 1176,96,96,96,96,96,96,96,96
 1177,96,96,96,96,96,96,96,96
 1178, 8, 7,10,10, 0, 5,10,10
 1179,10, 5, 7, 8, 2, 2, 6, 8
 1180, 9, 1, 9,10, 0, 1, 9, 9
 1181,96,96,96,96,96,96,96,96
 1182,10,10,10,10,10, 5,10,10
 1183,96,96,96,96,96,96,96,96
 1184,96,96,96,96,96,96,96,96
 1185,96,96,96,96,96,96,96,96
 1186,10,10, 9,10,10, 8,10,10
 1187,96,96,96,96,96,96,96,96
 1188,10, 1, 9,10, 0, 9, 8,10
 1189,10,96,10,10, 0, 1,10,10
 1190,10,10,10,10, 5, 6,10,10
 1191, 8, 2, 8,10, 1, 3, 8, 9
 1192,96,96,96,96,96,96,96,96
 1193, 8, 5, 7,10, 0, 2, 8, 8
 1194,96,96,96,96,96,96,96,96
 1195, 4,96, 4,10,10,10, 7, 9
 1196, 8, 4, 9,10, 6, 4, 7, 8
 1197, 8,96, 6, 8, 6, 7, 8, 8
 1198, 8,99, 7,10, 0, 3, 7, 9
 1199,10,96,10,10,10,10,10,10
 1200, 9, 7, 9, 9, 3, 3, 9, 9
 1201, 8, 8,10,10, 9, 9,10,10
 1202, 8,96,10,10, 6, 5,10,10
 1203,10, 4,10,10, 0, 3,10,10
 1204, 9, 2, 9, 9, 3, 3, 9, 9
 1205,10, 5,10,10, 7, 9,10,10
 1206,96,96,96,96,96,96,96,96
 1207,96,96,96,96,96,96,96,96
 1208,96,96,96,96,96,96,96,96
 1209,96,96,96,96,96,96,96,96
 1210,96,96,96,96,96,96,96,96
 1211,96,96,96,96,96,96,96,96
 1212,10,96, 0,10,10,10,10,10
 1213,10, 5, 8,10,10, 5,10,10
 1214, 8, 8, 8,10, 5, 7, 8, 8
 1215,96,96,96,96,96,96,96,96
 1216, 9, 7, 8,10, 3, 3, 4,10
 1217,96,96,96,96,96,96,96,96
 1218,96,96,96,96,96,96,96,96
 1219,10,10,10,10, 2, 5,10,10
 1220,10,10,10,10,10, 5,10,10
 1221,96,96,96,96,96,96,96,96
 1222,10, 3, 5,10, 3, 2, 9, 9
 1223,10, 6, 8,10,10, 7,10,10
 1224, 8, 8, 8,10, 0, 5, 9,10
 1225, 8, 3, 9, 9, 2, 7, 8, 8
 1226,10, 2, 7,10, 2, 3,10,10
 1227,96,96,96,96,96,96,96,96
 1228, 6, 6,10,10, 3, 6, 4, 1
 1229, 4, 8, 9, 9, 5, 8, 9, 8
